id,amount,description,card_type,date,time,bank,full_email,category,created_at
173,1200.0,"E-Transfers 104939862707 Loyer",CIBC,2024-03-30,,cibc_debit,"No email content",Rent,"2025-02-21 15:40:25"
174,1200.0,"E-Transfers 104939862707 Loyer",CIBC,2024-04-01,,cibc_debit,"No email content",Rent,"2025-02-21 15:40:25"
175,133.52,"RETAIL PURCHASE 000001097084 Fast Food 786",CIBC,2024-04-01,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
176,103.45,"RETAIL PURCHASE A4IHZK0E0000 HM Carrefour La",CIBC,2024-04-01,,cibc_debit,"No email content",Groceries,"2025-02-21 15:40:25"
177,50.0,"RETAIL PURCHASE 000001344006 ESSO MARTIN O L",CIBC,2024-04-01,,cibc_debit,"No email content",Transport,"2025-02-21 15:40:25"
178,16.99,"RETAIL PURCHASE 000001570401 ESSO MARTIN O L",CIBC,2024-04-01,,cibc_debit,"No email content",Transport,"2025-02-21 15:40:25"
179,88.37,"RETAIL PURCHASE 001001001759 MAXI #8634",CIBC,2024-04-01,,cibc_debit,"No email content",Groceries,"2025-02-21 15:40:25"
180,3.21,"VISA DEBIT RETAIL PURCHASE GOOGLE *Google 409376070966",CIBC,2024-04-02,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
181,192.0,"E-Transfers 104941608857 Sophia",CIBC,2024-04-02,,cibc_debit,"No email content","Home Improvement","2025-02-21 15:40:25"
182,110.0,"E-Transfers 104941694193 Youlahia",CIBC,2024-04-02,,cibc_debit,"No email content","Home Improvement","2025-02-21 15:40:25"
183,11.49,"VISA DEBIT RETAIL PURCHASE GOOGLE *Ellatio 409576644647",CIBC,2024-04-04,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
184,20.83,"INTL VISA DEB RETAIL PURCHASE PLACEIT EMPOWER 409403330723",CIBC,2024-04-04,,cibc_debit,"No email content",Subscription,"2025-02-21 15:40:25"
185,1.67,"INTL VISA DEB RETAIL PURCHASE THE ATHLETIC 409800716381",CIBC,2024-04-08,,cibc_debit,"No email content",Subscription,"2025-02-21 15:40:25"
186,71.29,"RETAIL PURCHASE 990691510408 LA PIZZERIA ALL",CIBC,2024-04-09,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
187,80.0,"E-Transfers 104951004073 Ndeye Khady Sarr Gp",CIBC,2024-04-10,,cibc_debit,"No email content",Miscellaneous,"2025-02-21 15:40:25"
188,6.83,"INTL VISA DEB RETAIL PURCHASE EXTENSION MOBIL 410023602376",CIBC,2024-04-10,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
189,13.64,"RETAIL PURCHASE 410020144968 MCDONALD'S #412",CIBC,2024-04-10,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
190,40.55,"VISA DEBIT RETAIL PURCHASE Sendwave 410102554207",CIBC,2024-04-10,,cibc_debit,"No email content",Transfer,"2025-02-21 15:40:25"
191,116.0,"VISA DEBIT RETAIL PURCHASE VIRGIN PLUS 410216317040",CIBC,2024-04-11,,cibc_debit,"No email content",Telecommunications,"2025-02-21 15:40:25"
192,12.67,"INTL VISA DEB RETAIL PURCHASE 355ML SLEEK CAN 410222430819",CIBC,2024-04-12,,cibc_debit,"No email content",Groceries,"2025-02-21 15:40:25"
193,95.4,"RETAIL PURCHASE 001001001531 MAXI #8634",CIBC,2024-04-12,,cibc_debit,"No email content",Groceries,"2025-02-21 15:40:25"
194,49.46,"RETAIL PURCHASE 001001001532 MAXI #8634",CIBC,2024-04-12,,cibc_debit,"No email content",Groceries,"2025-02-21 15:40:25"
195,110.0,"E-Transfers 104959139774 Youlahia",CIBC,2024-04-16,,cibc_debit,"No email content","Home Improvement","2025-02-21 15:40:25"
196,7.1,"RETAIL PURCHASE 000001772347 COUCHETARD #107",CIBC,2024-04-16,,cibc_debit,"No email content",Transport,"2025-02-21 15:40:25"
197,24.44,"RETAIL PURCHASE 001001001005 JEAN COUTU 100",CIBC,2024-04-16,,cibc_debit,"No email content",Convenience,"2025-02-21 15:40:25"
198,14.29,"RETAIL PURCHASE 001001001041 MAXI #8634",CIBC,2024-04-16,,cibc_debit,"No email content",Groceries,"2025-02-21 15:40:25"
199,16.3,"RETAIL PURCHASE 410720274407 BK #3690",CIBC,2024-04-17,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
200,47.68,"RETAIL PURCHASE 001001001609 JEAN COUTU 100",CIBC,2024-04-17,,cibc_debit,"No email content",Convenience,"2025-02-21 15:40:25"
201,23.0,"INTL VISA DEB RETAIL PURCHASE FIGMA MONTHLY R 41904796841",CIBC,2024-04-18,,cibc_debit,"No email content",Subscription,"2025-02-21 15:40:25"
202,150.0,"E-Transfers 104965864947 Mamadou Fall",CIBC,2024-04-22,,cibc_debit,"No email content",Miscellaneous,"2025-02-21 15:40:25"
203,28.22,"INTL VISA DEB RETAIL PURCHASE WIX.COM 1112203",CIBC,2024-04-22,,cibc_debit,"No email content",Subscription,"2025-02-21 15:40:25"
204,10.85,"RETAIL PURCHASE 411120462699 JOE'S PANINI",CIBC,2024-04-22,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
205,250.0,"VISA DEBIT RETAIL PURCHASE Sendwave 411418773842",CIBC,2024-04-23,,cibc_debit,"No email content",Transfer,"2025-02-21 15:40:25"
206,53.48,"VISA DEBIT RETAIL PURCHASE AMZN Mktp CA 411476968553",CIBC,2024-04-23,,cibc_debit,"No email content",Shopping,"2025-02-21 15:40:25"
207,20.68,"VISA DEBIT RETAIL PURCHASE GOOGLE *UDEMY I 411473896940",CIBC,2024-04-23,,cibc_debit,"No email content",Education,"2025-02-21 15:40:25"
208,32.45,"RETAIL PURCHASE 001001001129 MAXI CIE PIE",CIBC,2024-04-23,,cibc_debit,"No email content",Groceries,"2025-02-21 15:40:25"
209,14.94,"INTL VISA DEB RETAIL PURCHASE Scribd *616429 411513449151",CIBC,2024-04-24,,cibc_debit,"No email content",Subscription,"2025-02-21 15:40:25"
210,13.49,"VISA DEBIT RETAIL PURCHASE Amazon.ca 411674467702",CIBC,2024-04-25,,cibc_debit,"No email content",Shopping,"2025-02-21 15:40:25"
211,45.0,"VISA DEBIT RETAIL PURCHASE Sendwave 411814225531",CIBC,2024-04-29,,cibc_debit,"No email content",Transfer,"2025-02-21 15:40:25"
212,15.0,"VISA DEBIT RETAIL PURCHASE Sendwave 411815227820",CIBC,2024-04-29,,cibc_debit,"No email content",Transfer,"2025-02-21 15:40:25"
213,10.63,"RETAIL PURCHASE 411915103744 DOLLARAMA #1032",CIBC,2024-04-29,,cibc_debit,"No email content",Convenience,"2025-02-21 15:40:25"
214,212.73,"RETAIL PURCHASE 000008306896 CLINIQUE VETERI",CIBC,2024-04-30,,cibc_debit,"No email content",Vet,"2025-02-21 15:40:25"
215,7.1,"RETAIL PURCHASE 000001786289 COUCHETARD #107",CIBC,2024-04-30,,cibc_debit,"No email content",Transport,"2025-02-21 15:40:25"
216,25.26,"RETAIL PURCHASE 001001001883 JEAN COUTU 100",CIBC,2024-04-30,,cibc_debit,"No email content",Convenience,"2025-02-21 15:40:25"
217,16.95,"SERVICE CHARGE CAPPED MONTHLY FEES RECORD-KEEPING",CIBC,2024-04-30,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
218,500.0,"E-Transfers 104974498783 Brahim rembourse 1000",CIBC,2024-04-29,,cibc_debit,"No email content",Transfer,"2025-02-21 15:40:25"
219,3.21,"VISA DEBIT RETAIL PURCHASE GOOGLE *Google 412317165753","Visa Debit",2024-05-02,,cibc_debit,"No email content",Subscription,"2025-02-21 15:40:25"
220,1200.0,"E-Transfers 104939862707 Loyer",CIBC,2024-05-03,,cibc_debit,"No email content",Rent,"2025-02-21 15:40:25"
221,110.0,"E-Transfers 104980301823 - Youlahia",CIBC,2024-05-03,,cibc_debit,"No email content","Home Improvement","2025-02-21 15:40:25"
222,20.98,"INTL VISA DEB RETAIL PURCHASE PLACET EMPOWER 412403571062","Visa Debit",2024-05-06,,cibc_debit,"No email content",Miscellaneous,"2025-02-21 15:40:25"
223,93.0,"VISA DEBIT RETAIL PURCHASE Sendwave 412741705371","Visa Debit",2024-05-06,,cibc_debit,"No email content",Transfer,"2025-02-21 15:40:25"
224,222.0,"RETAIL PURCHASE 001001001132 - MAXI #8634",CIBC,2024-05-06,,cibc_debit,"No email content",Groceries,"2025-02-21 15:40:25"
225,9.99,"INTL VISA DEB RETAIL PURCHASE THE ATHLETIC 412800909222","Visa Debit",2024-05-07,,cibc_debit,"No email content",Subscription,"2025-02-21 15:40:25"
226,14.1,"RETAIL PURCHASE 00001902338 - COUCHE-TARD #1",CIBC,2024-05-08,,cibc_debit,"No email content",Convenience,"2025-02-21 15:40:25"
227,16.2,"RETAIL PURCHASE 412818240548 - MCDONALD'S #407",CIBC,2024-05-08,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
228,22.8,"RETAIL PURCHASE 00001215041 - TABAGIE DU MOUL",CIBC,2024-05-09,,cibc_debit,"No email content",Groceries,"2025-02-21 15:40:25"
229,25.28,"RETAIL PURCHASE 001001001211 - MAXI #8634",CIBC,2024-05-09,,cibc_debit,"No email content",Groceries,"2025-02-21 15:40:25"
230,42.26,"INTL VISA DEB RETAIL PURCHASE WWW.COURSEHERO. 412920701236","Visa Debit",2024-05-09,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
231,6.9,"INTL VISA DEB RETAIL PURCHASE EXTENSION MOBIL 413023860742","Visa Debit",2024-05-10,,cibc_debit,"No email content",Subscription,"2025-02-21 15:40:25"
232,69.0,"RETAIL PURCHASE $ZPB7UQZ0000 - Uniqlo Canada",CIBC,2024-05-13,,cibc_debit,"No email content",Shopping,"2025-02-21 15:40:25"
233,26.02,"RETAIL PURCHASE 413120315433 - KORYO KOREAN BA",CIBC,2024-05-13,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
234,100.0,"E-Transfers 104992045101 - Chris Jose",CIBC,2024-05-13,,cibc_debit,"No email content",Miscellaneous,"2025-02-21 15:40:25"
235,110.0,"E-Transfers 104994421238 - Youlahia",CIBC,2024-05-15,,cibc_debit,"No email content","Home Improvement","2025-02-21 15:40:25"
236,44.84,"RETAIL PURCHASE - JEAN COUTU 100",CIBC,2024-05-15,,cibc_debit,"No email content",Convenience,"2025-02-21 15:40:25"
237,116.27,"VISA DEBIT RETAIL PURCHASE - Sendwave","Visa Debit",2024-05-21,,cibc_debit,"No email content",Transfer,"2025-02-21 15:40:25"
238,25.0,"RETAIL PURCHASE - STATIONNEMENT C",CIBC,2024-05-21,,cibc_debit,"No email content",Transport,"2025-02-21 15:40:25"
239,23.0,"INTL VISA DEB RETAIL PURCHASE - FIGMA MONTHLY R","Visa Debit",2024-05-21,,cibc_debit,"No email content",Subscription,"2025-02-21 15:40:25"
240,22.84,"RETAIL PURCHASE - TIM HORTONS #44",CIBC,2024-05-21,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
241,8.39,"INTL VISA DEB RETAIL PURCHASE - CBP CHAMPLAIN L","Visa Debit",2024-05-21,,cibc_debit,"No email content",Shopping,"2025-02-21 15:40:25"
242,6.1,"INTL VISA DEB RETAIL PURCHASE - SUNOCO Gas","Visa Debit",2024-05-21,,cibc_debit,"No email content",Transport,"2025-02-21 15:40:25"
243,695.46,"INTL VISA DEB RETAIL PURCHASE - THE FIDI HOTEL","Visa Debit",2024-05-21,,cibc_debit,"No email content",Travel,"2025-02-21 15:40:25"
244,66.54,"INTL VISA DEB RETAIL PURCHASE - TST* DIG INN","Visa Debit",2024-05-21,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
245,87.42,"INTL ATM WITHDRAWAL",CIBC,2024-05-21,,cibc_debit,"No email content",Travel,"2025-02-21 15:40:25"
246,55.2,"INTL VISA DEB RETAIL PURCHASE - SQ *JASMIN BEST","Visa Debit",2024-05-21,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
247,4.55,"INTL VISA DEB RETAIL PURCHASE - MTA*METROCARD M","Visa Debit",2024-05-21,,cibc_debit,"No email content",Transport,"2025-02-21 15:40:25"
248,20.71,"INTL VISA DEB RETAIL PURCHASE - TST* DIG INN","Visa Debit",2024-05-21,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
249,68.51,"INTL VISA DEB RETAIL PURCHASE - Alter Native","Visa Debit",2024-05-21,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
250,45.77,"INTL VISA DEB RETAIL PURCHASE - CHIPOTLE 1341","Visa Debit",2024-05-21,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
251,3.64,"INTL VISA DEB RETAIL PURCHASE - CHIPOTLE 1341","Visa Debit",2024-05-21,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
252,5.48,"INTL VISA DEB RETAIL PURCHASE - CHIPOTLE 1341","Visa Debit",2024-05-21,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
253,32.19,"INTL VISA DEB RETAIL PURCHASE - DUNKIN' #351633","Visa Debit",2024-05-21,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
254,4.18,"INTL VISA DEB RETAIL PURCHASE - FORT LEE FOODMA","Visa Debit",2024-05-21,,cibc_debit,"No email content",Groceries,"2025-02-21 15:40:25"
255,23.82,"INTL VISA DEB RETAIL PURCHASE - CHICK-FIL-A #04","Visa Debit",2024-05-21,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
256,3.0,"NETWORK TRANSACTION FEE - ATM-U.S./GAB-E.-U.",CIBC,2024-05-21,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
257,21.83,"VISA DEBIT RETAIL PURCHASE - AMZN Mktp CA","Visa Debit",2024-05-22,,cibc_debit,"No email content",Shopping,"2025-02-21 15:40:25"
258,11.84,"VISA DEBIT RETAIL PURCHASE - AMZN Mktp CA","Visa Debit",2024-05-23,,cibc_debit,"No email content",Shopping,"2025-02-21 15:40:25"
259,42.52,"VISA DEBIT RETAIL PURCHASE - DNH*GODADDY.COM","Visa Debit",2024-05-23,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
260,14.94,"INTL VISA DEB RETAIL PURCHASE - Scribd *6164249","Visa Debit",2024-05-24,,cibc_debit,"No email content",Subscription,"2025-02-21 15:40:25"
261,183.94,"RETAIL PURCHASE - CHAUSSURES BROW",CIBC,2024-05-27,,cibc_debit,"No email content",Shopping,"2025-02-21 15:40:25"
262,110.0,"E-Transfers - Youlahia",CIBC,2024-05-30,,cibc_debit,"No email content","Home Improvement","2025-02-21 15:40:25"
263,52.8,"VISA DEBIT RETAIL PURCHASE - UBER CANADA/UBE","Visa Debit",2024-05-31,,cibc_debit,"No email content",Transport,"2025-02-21 15:40:25"
264,16.95,"SERVICE CHARGE - CAPPED MONTHLY FEES",CIBC,2024-05-31,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
265,9.99,"INTL VISA DEB RETAIL PURCHASE THE ATHLETIC 415900230620","Visa Debit",2024-06-07,,cibc_debit,"No email content",Subscription,"2025-02-21 15:40:25"
266,8.49,"RETAIL PURCHASE 001001001428 MAXI #8634","Visa Debit",2024-06-10,,cibc_debit,"No email content",Groceries,"2025-02-21 15:40:25"
267,6.89,"RETAIL PURCHASE 001001001502 JEAN COUTU 100","Visa Debit",2024-06-10,,cibc_debit,"No email content",Convenience,"2025-02-21 15:40:25"
268,110.0,"E-Transfers 105026211595 Youlahia","Visa Debit",2024-06-10,,cibc_debit,"No email content","Home Improvement","2025-02-21 15:40:25"
269,6.92,"INTL VISA DEB RETAIL PURCHASE EXTENSION MOBIL 416123208333","Visa Debit",2024-06-10,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
270,150.0,"VISA DEBIT RETAIL PURCHASE Sendwave 416415993597","Visa Debit",2024-06-12,,cibc_debit,"No email content",Transfer,"2025-02-21 15:40:25"
271,33.98,"RETAIL PURCHASE 001001001026 MAXI #8634","Visa Debit",2024-06-13,,cibc_debit,"No email content",Groceries,"2025-02-21 15:40:25"
272,2.29,"RETAIL PURCHASE 000001938026 COUCHE-TARD #1","Visa Debit",2024-06-14,,cibc_debit,"No email content",Convenience,"2025-02-21 15:40:25"
273,25.37,"RETAIL PURCHASE 000001001351 DEPANNEUR HARRY","Visa Debit",2024-06-17,,cibc_debit,"No email content",Convenience,"2025-02-21 15:40:25"
274,23.0,"INTL VISA DEB RETAIL PURCHASE FIGMA MONTHLY R 417004951531","Visa Debit",2024-06-18,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
275,4.79,"VISA DEBIT RETAIL PURCHASE VIRGIN PLUS 417010490539","Visa Debit",2024-06-18,,cibc_debit,"No email content",Telecommunications,"2025-02-21 15:40:25"
276,185.0,"VISA DEBIT RETAIL PURCHASE Sendwave 417519228436","Visa Debit",2024-06-25,,cibc_debit,"No email content",Transfer,"2025-02-21 15:40:25"
278,110.0,"E-Transfers 105046469942 Youlahia","Visa Debit",2024-06-26,,cibc_debit,"No email content","Home Improvement","2025-02-21 15:40:25"
279,16.95,"SERVICE CHARGE CAPPED MONTHLY FEES","Visa Debit",2024-06-28,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
280,1350.0,"E-Transfers 10505294462 loyer Trembles","Visa Debit",2024-06-30,,cibc_debit,"No email content",Rent,"2025-02-21 15:40:25"
281,100.0,"E-Transfers 105051107210 sokhna sofia","Visa Debit",2024-07-02,,cibc_debit,"No email content",Miscellaneous,"2025-02-21 15:40:25"
282,22.99,"VISA DEBIT RETAIL PURCHASE TSN 418317219490","Visa Debit",2024-07-02,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
283,236.42,"VISA DEBIT RETAIL PURCHASE DNH*GODADDY#317 418611792665","Visa Debit",2024-07-04,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
284,14.78,"RETAIL PURCHASE 418723364097 OSMOW'S MONTREA","Visa Debit",2024-07-08,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
285,9.99,"INTL VISA DEB RETAIL PURCHASE THE ATHLETIC 418900256140","Visa Debit",2024-07-08,,cibc_debit,"No email content",Subscription,"2025-02-21 15:40:25"
286,110.0,"E-Transfers 105061717633 Youlahia","Visa Debit",2024-07-08,,cibc_debit,"No email content","Home Improvement","2025-02-21 15:40:25"
287,6.86,"INTL VISA DEB RETAIL PURCHASE EXTENSION MOBIL 419123542259","Visa Debit",2024-07-10,,cibc_debit,"No email content",Telecommunications,"2025-02-21 15:40:25"
288,18.94,"RETAIL PURCHASE 419614400051 MCDONALD'S #412","Visa Debit",2024-07-15,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
289,64.7,"VISA DEBIT RETAIL PURCHASE VIRGIN PLUS 419909485539","Visa Debit",2024-07-17,,cibc_debit,"No email content",Telecommunications,"2025-02-21 15:40:25"
290,23.0,"INTL VISA DEB RETAIL PURCHASE FIGMA MONTHLY R 420004406436","Visa Debit",2024-07-18,,cibc_debit,"No email content",Subscription,"2025-02-21 15:40:25"
291,110.0,"E-Transfers 105080765362 Youlahia","Visa Debit",2024-07-24,,cibc_debit,"No email content","Home Improvement","2025-02-21 15:40:25"
292,2.77,"INTL VISA DEB RETAIL PURCHASE RESUME.CO 420923540287","Visa Debit",2024-07-29,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
293,97.73,"RETAIL PURCHASE 000056303580 ORYA CARREFOUR","Visa Debit",2024-07-29,,cibc_debit,"No email content",Shopping,"2025-02-21 15:40:25"
294,1350.0,"E-Transfers 105086695962 loyer Trembles","Visa Debit",2024-07-30,,cibc_debit,"No email content",Rent,"2025-02-21 15:40:25"
295,16.95,"SERVICE CHARGE CAPPED MONTHLY FEES","Visa Debit",2024-07-31,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
296,22.99,"VISA DEBIT RETAIL PURCHASE TSN 421417451105","Visa Debit",2024-08-01,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
297,30.0,"RETAIL PURCHASE 421519387435 SHELL C81580","Visa Debit",2024-08-05,,cibc_debit,"No email content",Transport,"2025-02-21 15:40:25"
298,53.21,"RETAIL PURCHASE 000090304327 MUSTANG SALLY'S","Visa Debit",2024-08-05,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
299,5.26,"RETAIL PURCHASE 421613418083 SHELL C81580","Visa Debit",2024-08-05,,cibc_debit,"No email content",Transport,"2025-02-21 15:40:25"
300,22.6,"RETAIL PURCHASE 421615243715 CALYPSO PARK LI","Visa Debit",2024-08-05,,cibc_debit,"No email content",Entertainment,"2025-02-21 15:40:25"
301,39.7,"INTL VISA DEB RETAIL PURCHASE RESUME.CO 421671633264","Visa Debit",2024-08-05,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
302,42.81,"INTL VISA DEB RETAIL PURCHASE WWW.COURSEHERO. 421802331240","Visa Debit",2024-08-06,,cibc_debit,"No email content",Education,"2025-02-21 15:40:25"
303,37.96,"RETAIL PURCHASE 001001001923 MAXI #8634","Visa Debit",2024-08-06,,cibc_debit,"No email content",Groceries,"2025-02-21 15:40:25"
304,42.6,"RETAIL PURCHASE 275164950001 SQ *RONE CUTZ","Visa Debit",2024-08-07,,cibc_debit,"No email content",Miscellaneous,"2025-02-21 15:40:25"
305,9.99,"INTL VISA DEB RETAIL PURCHASE THE ATHLETIC 422000205130","Visa Debit",2024-08-07,,cibc_debit,"No email content",Subscription,"2025-02-21 15:40:25"
306,110.0,"E-Transfers 105098693431 Youlahia","Visa Debit",2024-08-08,,cibc_debit,"No email content","Home Improvement","2025-02-21 15:40:25"
307,3.49,"RETAIL PURCHASE 000001972172 COUCHETARD #186","Visa Debit",2024-08-08,,cibc_debit,"No email content",Convenience,"2025-02-21 15:40:25"
308,9.3,"RETAIL PURCHASE 422107313269 MCDONALD'S #412","Visa Debit",2024-08-08,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
309,6.91,"INTL VISA DEB RETAIL PURCHASE EXTENSION MOBIL 422223517810","Visa Debit",2024-08-12,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
311,10.8,"RETAIL PURCHASE 422409266669 MCDONALD'S #412","Visa Debit",2024-08-12,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
312,7.04,"RETAIL PURCHASE 000001001010 DEPANNEUR HARRY","Visa Debit",2024-08-12,,cibc_debit,"No email content",Convenience,"2025-02-21 15:40:25"
313,9.01,"RETAIL PURCHASE 001001001829 MAXI #8634","Visa Debit",2024-08-15,,cibc_debit,"No email content",Groceries,"2025-02-21 15:40:25"
314,63.84,"VISA DEBIT RETAIL PURCHASE VIRGIN PLUS 422810327026","Visa Debit",2024-08-15,,cibc_debit,"No email content",Telecommunications,"2025-02-21 15:40:25"
315,26.74,"INTL VISA DEB RETAIL PURCHASE NETLIFY 422903540290","Visa Debit",2024-08-19,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
316,14.71,"RETAIL PURCHASE 423022260991 MCDONALD'S #412","Visa Debit",2024-08-19,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
317,84.0,"VISA DEBIT RETAIL PURCHASE TELUQ 423224154397","Visa Debit",2024-08-19,,cibc_debit,"No email content",Education,"2025-02-21 15:40:25"
318,400.0,"E-Transfers 105112173272 Talam","Visa Debit",2024-08-19,,cibc_debit,"No email content",Transfer,"2025-02-21 15:40:25"
319,9.3,"RETAIL PURCHASE 423410204433 MCDONALD'S #412","Visa Debit",2024-08-21,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
320,110.0,"E-Transfers 105114327721 Youlahia","Visa Debit",2024-08-21,,cibc_debit,"No email content","Home Improvement","2025-02-21 15:40:25"
321,200.0,"E-Transfers 105118996944 Talam","Visa Debit",2024-08-26,,cibc_debit,"No email content",Transfer,"2025-02-21 15:40:25"
322,10.76,"RETAIL PURCHASE 937001001066 DEPANNEUR ULTRA","Visa Debit",2024-08-26,,cibc_debit,"No email content",Convenience,"2025-02-21 15:40:25"
323,50.88,"RETAIL PURCHASE 423918462634 KORYO KOREAN BA","Visa Debit",2024-08-27,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
324,84.0,"VISA DEBIT RETAIL PURCHASE TELUQ 424131358679","Visa Debit",2024-08-28,,cibc_debit,"No email content",Education,"2025-02-21 15:40:25"
325,1350.0,"E-Transfers 105123195754 loyer Trembles","Visa Debit",2024-08-29,,cibc_debit,"No email content",Rent,"2025-02-21 15:40:25"
326,9.3,"RETAIL PURCHASE 424210194789 MCDONALD'S #412","Visa Debit",2024-08-29,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
327,17.47,"RETAIL PURCHASE 424216370899 MCDONALD'S #412","Visa Debit",2024-08-29,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
328,16.95,"SERVICE CHARGE CAPPED MONTHLY FEES","Visa Debit",2024-08-30,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
329,102.68,"RETAIL PURCHASE 001001001399 MAXI #8634","Visa Debit",2024-09-03,,cibc_debit,"No email content",Groceries,"2025-02-21 15:40:25"
330,12.02,"RETAIL PURCHASE 001001001400 MAXI #8634","Visa Debit",2024-09-03,,cibc_debit,"No email content",Groceries,"2025-02-21 15:40:25"
331,55.69,"RETAIL PURCHASE 001001001580 JEAN COUTU 0038","Visa Debit",2024-09-03,,cibc_debit,"No email content",Convenience,"2025-02-21 15:40:25"
332,25.0,"FULFILL REQUEST 105128810895 PayDirect","Visa Debit",2024-09-03,,cibc_debit,"No email content",Entertainment,"2025-02-21 15:40:25"
333,44.83,"INTL VISA DEB RETAIL PURCHASE Adobe Inc 424716483302","Visa Debit",2024-09-03,,cibc_debit,"No email content",Subscription,"2025-02-21 15:40:25"
334,110.0,"E-Transfers 105131859454 Youlahia","Visa Debit",2024-09-04,,cibc_debit,"No email content","Home Improvement","2025-02-21 15:40:25"
335,2.72,"INTL VISA DEB RETAIL PURCHASE RESUME.CO 424821830610","Visa Debit",2024-09-04,,cibc_debit,"No email content",Services,"2025-02-21 15:40:25"
336,13.79,"RETAIL PURCHASE 424919385102 MCDONALD'S #412","Visa Debit",2024-09-06,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
337,41.53,"INTL VISA DEB RETAIL PURCHASE WWW.COURSEHERO. 424902702837","Visa Debit",2024-09-06,,cibc_debit,"No email content",Education,"2025-02-21 15:40:25"
338,9.99,"INTL VISA DEB RETAIL PURCHASE THE ATHLETIC 425100713777","Visa Debit",2024-09-09,,cibc_debit,"No email content",Subscription,"2025-02-21 15:40:25"
339,5.84,"RETAIL PURCHASE 949001001183 DEPANNEUR ULTRA","Visa Debit",2024-09-09,,cibc_debit,"No email content",Convenience,"2025-02-21 15:40:25"
340,8.77,"RETAIL PURCHASE 425210276785 MCDONALD'S #412","Visa Debit",2024-09-09,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
342,28.35,"RETAIL PURCHASE 001001001055 MAXI #8634","Visa Debit",2024-09-09,,cibc_debit,"No email content",Groceries,"2025-02-21 15:40:25"
343,6.83,"INTL VISA DEB RETAIL PURCHASE EXTENSION MOBIL 425323768587","Visa Debit",2024-09-10,,cibc_debit,"No email content",Telecommunications,"2025-02-21 15:40:25"
344,353.09,"VISA DEBIT RETAIL PURCHASE Sendwave Canada 425414453525","Visa Debit",2024-09-10,,cibc_debit,"No email content",Transfer,"2025-02-21 15:40:25"
345,14.82,"RETAIL PURCHASE 425418445907 MCDONALD'S #412","Visa Debit",2024-09-11,,cibc_debit,"No email content","Fast Food","2025-02-21 15:40:25"
